animation_name,length_sec,track_count,correct_hip,correct_xz,animation_type,weapon_attached,wired_connections,storage_domain,verified_for_use,skeleton,pack_or_folder,source_path,in_wiring_table,asset_exists,load_ok,notes
hell-slammer-b,7.5667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,mace,mace:{attack2},local:public/anim,wired_and_loads,mixamo,mace,animations/mace/hell-slammer-b,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-idle,1.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,magic,magic:{idle},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-jump-running,1.0667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{jumpAir},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-jump-running,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-land-to-standing-idle,1.1,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,magic,magic:{land},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-land-to-standing-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-run-back,0.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runB},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-run-forward,0.7333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runF},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-run-left,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runL},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-run-right,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{runR},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-turn-left-90,1.8667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{turnL},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-turn-left-90,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-turn-right-90,1.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{turnR},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-turn-right-90,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-back,1.2,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkB},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-forward,1.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkF},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-left,1.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkL},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-walk-right,1.2,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,magic,magic:{walkR},local:public/anim,wired_and_loads,mixamo,magic-loco,animations/magic-loco/standing-walk-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
casting-spell,7.7,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global,global:{castSpell2},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/casting-spell,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-1h-cast-spell-01,2.2667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|magic,magic:{castSpell} | global:{castSpell},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-cast-spell-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-1h-magic-attack-01,2.3,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|magic,magic:{attack1+magicAttack} | global:{magicAttack},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-magic-attack-01,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-1h-magic-attack-02,2.2,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,magic,magic:{attack2},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-magic-attack-02,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-1h-magic-attack-03,2.3,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,magic,magic:{attack3},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-1h-magic-attack-03,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
standing-2h-magic,2.7,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,global|magic,magic:{skill+magicArea} | global:{magicArea+magicChannel},local:public/anim,wired_and_loads,mixamo,magic,animations/magic/standing-2h-magic,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
charged-pistol,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{chargedShot},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/charged-pistol,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
drawing-gun,2,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{draw},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/drawing-gun,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
gunplay,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{attack2+skill},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/gunplay,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
idle,1.3333,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,pistol,pistol:{idle},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
knee-jabs-uppercut,5.6667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{comboHit1},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/knee-jabs-uppercut,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
kneeling-idle,3.8,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,pistol,pistol:{crouchIdle},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/kneeling-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
mma-kick,2,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{mmaKick},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/mma-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
pistol-jump,4.9333,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,pistol,pistol:{jumpAir},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/pistol-jump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
pistol-whip,2.5667,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{pistolWhip},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/pistol-whip,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-crouch,1,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reloadCrouch},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-crouch,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-empty,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reloadEmpty},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-empty,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-standing,2,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reload},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-standing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-tactical,2,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,pistol,pistol:{reloadTactical},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/reload-tactical,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-arc-left,0.6,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runL},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-arc-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-arc-right,0.6333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runR},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-arc-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-backward,0.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runB},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-forward,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{runF},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
shoot,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{attack1+shoot},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/shoot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
uppercut,1.4333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,pistol,pistol:{uppercut},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/uppercut,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
walk-arc-left,0.7333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkL},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-arc-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
walk-arc-right,0.7667,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkR},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-arc-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
walk-backward,1.0333,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkB},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
walk-forward,0.8,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol,pistol:{walkF},local:public/anim,wired_and_loads,mixamo,pistol,animations/pistol/walk-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
dodging-back,2.6667,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,unarmed,unarmed:{dodgeB},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/dodging-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
fallen,0.7,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{fallen},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/fallen,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
falling,11.3667,21,pipeline_locked_if_played,pipeline_locked_if_played,acrobatics,global,global:{fallDown},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/falling,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
falling-idle,0.7,20,pipeline_locked_if_played,pipeline_locked_if_played,idle,global,global:{fallingIdle},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/falling-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
flying-back,3.0333,35,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{flyingBack},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/flying-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
get-up,2.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{getUp},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/get-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
hit-to-head,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{hitHead},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/hit-to-head,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
jogging-stumble,1.1667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{jogStumble},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/jogging-stumble,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
knocked-unconscious,4.5667,20,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{knockedOut+knockedUnconscious},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/knocked-unconscious,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
knocked-up,3,20,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{knockedUp},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/knocked-up,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
knocked-up-and-back,2.6333,20,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{knockedUpBack},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/knocked-up-and-back,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
parry,0.4,21,pipeline_locked_if_played,pipeline_locked_if_played,defense,global,global:{parryReact},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/parry,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
running-crawl,1.1,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,global,global:{injuredCrawl},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/running-crawl,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
stunned,2.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{stunned},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/stunned,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
wall-crash,2.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,global,global:{wallCrash},local:public/anim,wired_and_loads,mixamo,reactions,animations/reactions/wall-crash,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
aim,2.1,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,ranged,ranged:{aim},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/aim,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
death-from-front-headshot,2.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,pistol|ranged,ranged:{death} | pistol:{death},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/death-from-front-headshot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
idle,2.1,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,ranged,ranged:{idle},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
idle-crouching,2.1,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,ranged,ranged:{skill+crouchIdle},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/idle-crouching,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
jump-backward,0.9,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,ranged,ranged:{dodgeB},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/jump-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
recoil,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,ranged,ranged:{attack2},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/recoil,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-crouch,1,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reloadCrouch},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-crouch,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-empty,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reloadEmpty},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-empty,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-standing,2,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reload},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-standing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-tactical,2,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,ranged,ranged:{reloadTactical},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/reload-tactical,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-backward,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkB+runB},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-forward,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkF+runF},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-left,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkL+runL},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-right,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,ranged,ranged:{walkR+runR},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
shoot,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,ranged,ranged:{attack1+shoot},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/shoot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
start-run,1.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,ranged,ranged:{dash},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/start-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
turn-90-left,1,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol|ranged,ranged:{turnL} | pistol:{turnL},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/turn-90-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
turn-90-right,1,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,pistol|ranged,ranged:{turnR} | pistol:{turnR},local:public/anim,wired_and_loads,mixamo,rifle,animations/rifle/turn-90-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
aim,2.1,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,shotgun,shotgun:{aim},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/aim,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
death-from-front-headshot,2.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,reaction,shotgun,shotgun:{death},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/death-from-front-headshot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
hip-fire,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,shotgun,shotgun:{attack1+hipFire},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/hip-fire,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
idle,2.1,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,shotgun,shotgun:{idle},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
idle-crouching,2.1,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,shotgun,shotgun:{skill+crouchIdle},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/idle-crouching,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
jump-backward,0.9,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,shotgun,shotgun:{dodgeB},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/jump-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
pump,2,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{pump},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/pump,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-crouch,1,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reloadCrouch},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-crouch,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-empty,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reloadEmpty},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-empty,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-standing,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reload},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-standing,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
reload-tactical,2,21,pipeline_locked_if_played,pipeline_locked_if_played,weapon_handling,shotgun,shotgun:{reloadTactical},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/reload-tactical,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-backward,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkB+runB},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-backward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-forward,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkF+runF},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-forward,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-left,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkL+runL},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
run-right,0.5,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{walkR+runR},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/run-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
shoot,2.5333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,shotgun,shotgun:{shoot},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/shoot,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
start-run,1.7333,20,pipeline_locked_if_played,pipeline_locked_if_played,dodge,shotgun,shotgun:{dash},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/start-run,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
turn-90-left,1,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{turnL},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/turn-90-left,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
turn-90-right,1,21,pipeline_locked_if_played,pipeline_locked_if_played,locomotion,shotgun,shotgun:{turnR},local:public/anim,wired_and_loads,mixamo,shotgun,animations/shotgun/turn-90-right,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
lance-spartan,1.3667,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,spear,spear:{attack3+dashAttack},local:public/anim,wired_and_loads,mixamo,spear,animations/spear/lance-spartan,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
rising-thrust,2.3333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,axe|mace,axe:{stab} | mace:{stab},local:public/anim,wired_and_loads,mixamo,spear,animations/spear/rising-thrust,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
upward-thrust,1.2333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,spear,spear:{attack1+stab},local:public/anim,wired_and_loads,mixamo,spear,animations/spear/upward-thrust,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
Back_Flip_To_Uppercut,5.8333,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{jumpAttack},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/Back_Flip_To_Uppercut,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
Falling_To_Roll,2.1333,21,pipeline_locked_if_played,pipeline_locked_if_played,dodge,unarmed,unarmed:{land},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/Falling_To_Roll,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
fight-idle,7.4667,21,pipeline_locked_if_played,pipeline_locked_if_played,idle,unarmed,unarmed:{idles},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/fight-idle,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
flip-kick,2.0333,20,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{skill},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/flip-kick,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
kicking,2.2,21,pipeline_locked_if_played,pipeline_locked_if_played,attack,unarmed,unarmed:{attack3},local:public/anim,wired_and_loads,mixamo,striker,animations/striker/kicking,yes,yes,yes,Duration from FBXLoader; hip/XZ only locked when Studio plays via Animator
